Entry ID,BCCODE,BCODE,Basin Name,CCODE,Country_Name,2016Update ID,2010_TREATY_DocID,TFDDID,Unified Primary 2016 Treaty ID,Primary2010_Treaty_DocID,PrimaryTFDDID, TFDDID Linkage,DocID Linkage,DocumentName,DateSigned,Signatories,DocType,Format,Source,Notes,LocationSigned,Region_Continent,PRIMARY_COUNTRY_SUBREGION,Treaty Basin(s),TFDD Basin(s),NumberParties,AdditionalComments,MinorAgreement,Reference to Precedence,Agreement Purpose,GeoScope,Issue Area,RBO,Infrastructure,Allocation,Alloc_Article,Alloc_Text,Hydropower,Hydro_Article,Hydropower_Text,Irrigation,Irrigation_Article,Groundwater,Groundwater_Article,Environment,Enviro_Article,Equity_Sustainability,Equity_Article,Equity_Sustainability_Text,LocalNeeds,LocalNeeds_Article,Construct_Right,Construct_Article,Construct_Ban,ConstructBan_Article,PriorNotification,PriorNotif_Article,Navigation,Nav_Article,Fishing,Fish_Article,BorderIssues,Border_Article,TerritorialIssues,Territorial_Article,NonWater Linkage,NonWater_Article,NonWaterLink_Comments,NonWater_Embed,Uncertainty Explicit,UncertExplicit_Article,VarMgmt,VarMgmt_Article,NeedsVariability,NeedsVar_Article,AltScenarios,AltScen_Article,PredictionModel,PredictionModel_Article,JointMgmt,JointMgmt_Article,CommName,TechCoop,TechCoop_Article,InfoExchange,InfoExchange_Article,Monitoring,Monitoring_Article,Conflict Resolution Mechanism,ConflictRes_Article,AgreeFinance,AgreeFinance_Article,StakeholderParticip,Stakeholder_Article,Consultations,Consulations_Article,Compensation,Compensation_Article,National_Prog_Law,NationalLaws_Article,NonSig_Riparians,NonSigInterests_Article,People_Interests,PeoplesInterests_Article,AmendMech,AmendMech_Article,Precedent_NotEst,PrecedentNotEst_Article,Precedent_Est,PrecedentEst_Article,Enforcement,EnforceMech,WaterDiv_Method,Basin_Name
74,ASIX_LBN,ASIX,Asi/Orontes,LBN,Lebanon,643,1092,444,643,1092,444,643,643,Agreement Annex between Lebanon and Syria concerning the distribution of water of the Al-Asi River rising in Lebanon.,12/12/2002,"Lebanon, Syrian Arab Republic",4,Electronic,http://faolex.fao.org/,,N.A.,Asia,North Africa/Middle East,Al-Asi (Great Southern River),Asi/Orontes (An Nahr Al Kabir),1,"The basins of Alyamouna, Marjahein, Jibab Alhumur and Arghash are to be considered closed and the exploitation of these basins shall be in the quantity of the annual renewable water resources for each basin. Concerning the basin of Allabwa, Lebanon may derive benefit and utilize water resources of Allabwa during the irrigation period, which extends from the end of April to the middle of October. Furthermore, the Lebanese villages (Allabwa, Amhaz, Attawfiqeyya, Al-Ayn, Annaby Othman, Saboogha, Alkhareeba, Halabta and Jaboola) may derive benefit and utilize these waters as drinking water.",N,"4, 5","1, 3",5,Water Quantity,N,Y,1.5,3,,N,,,Y,6,N,,2,5,Y,preamble,reasonable and equitable sharing,N,,N,,N,,1,,N,,N,,Y,11,N,,None,,,N,1,4,0,,N,,Y,12,N,,Y,7,,N,,N,,N,,0,,Y,10,N,,Y,8,N,,N,,N,,N,,Y,14,N,,N,,N.A.,N.A.,None,Asi/Orontes
1083,MEKO_VNM,MEKO,Mekong,VNM,Vietnam,642,1091,438,0,,,0,0,"Decision No. 78/2004/QD-TTg of May 7, 2004 adjusting and supplementing a number of mechanisms and policies in order to speed up the construction progress of population clusters and lines as well as dwelling houses in frequently flooded provinces in Mekong River Delta",5/7/2004,"Laos, Thailand, Vietnam, Camodia",-1,,,,N.A.,Asia,Southeast Asia,Mekong,Mekong,2,,N.A.,0,0,0,"Flood Control/Relief, Technical Cooperation/Assistance, Joint Management",N.A.,N.A.,0,,,N.A.,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,N.A.,None,Mekong
1074,MEKO_THA,MEKO,Mekong,THA,Thailand,642,1091,438,0,,,0,0,"Decision No. 78/2004/QD-TTg of May 7, 2004 adjusting and supplementing a number of mechanisms and policies in order to speed up the construction progress of population clusters and lines as well as dwelling houses in frequently flooded provinces in Mekong River Delta",5/7/2004,"Laos, Thailand, Vietnam, Camodia",-1,,,,N.A.,Asia,Southeast Asia,Mekong,Mekong,2,,N.A.,0,0,0,"Flood Control/Relief, Technical Cooperation/Assistance, Joint Management",N.A.,N.A.,0,,,N.A.,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,N.A.,None,Mekong
1062,MEKO_LAO,MEKO,Mekong,LAO,"Laos, People's Democratic Republic of",642,1091,438,0,,,0,0,"Decision No. 78/2004/QD-TTg of May 7, 2004 adjusting and supplementing a number of mechanisms and policies in order to speed up the construction progress of population clusters and lines as well as dwelling houses in frequently flooded provinces in Mekong River Delta",5/7/2004,"Laos, Thailand, Vietnam, Camodia",-1,,,,N.A.,Asia,Southeast Asia,Mekong,Mekong,2,,N.A.,0,0,0,"Flood Control/Relief, Technical Cooperation/Assistance, Joint Management",N.A.,N.A.,0,,,N.A.,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,N.A.,None,Mekong
1054,MEKO_KHM,MEKO,Mekong,KHM,Cambodia (Kampuchea),642,1091,438,0,,,0,0,"Decision No. 78/2004/QD-TTg of May 7, 2004 adjusting and supplementing a number of mechanisms and policies in order to speed up the construction progress of population clusters and lines as well as dwelling houses in frequently flooded provinces in Mekong River Delta",5/7/2004,"Laos, Thailand, Vietnam, Camodia",-1,,,,N.A.,Asia,Southeast Asia,Mekong,Mekong,2,,N.A.,0,0,0,"Flood Control/Relief, Technical Cooperation/Assistance, Joint Management",N.A.,N.A.,0,,,N.A.,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,N.A.,None,Mekong
1082,MEKO_VNM,MEKO,Mekong,VNM,Vietnam,641,1090,437,0,,,0,0,"Directive No. 17/2000/Ct-TTg of September 20,2000 on coping with flooding in the Mekong River Delta",9/20/2000,"Laos, Thailand, Vietnam, Camodia",-1,,,,N.A.,Asia,Southeast Asia,Mekong,Mekong,2,unclear if this is an agreement between MRC or an internal Vietnamese directive,N.A.,0,0,0,Flood Control/Relief,N.A.,N.A.,-1,,-,N.A.,,-,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,Mekong River Commission,N.A.,,N.A.,,N.A.,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N,None,None,Mekong
1073,MEKO_THA,MEKO,Mekong,THA,Thailand,641,1090,437,0,,,0,0,"Directive No. 17/2000/Ct-TTg of September 20,2000 on coping with flooding in the Mekong River Delta",9/20/2000,"Laos, Thailand, Vietnam, Camodia",-1,,,,N.A.,Asia,Southeast Asia,Mekong,Mekong,2,unclear if this is an agreement between MRC or an internal Vietnamese directive,N.A.,0,0,0,Flood Control/Relief,N.A.,N.A.,-1,,-,N.A.,,-,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,Mekong River Commission,N.A.,,N.A.,,N.A.,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N,None,None,Mekong
1061,MEKO_LAO,MEKO,Mekong,LAO,"Laos, People's Democratic Republic of",641,1090,437,0,,,0,0,"Directive No. 17/2000/Ct-TTg of September 20,2000 on coping with flooding in the Mekong River Delta",9/20/2000,"Laos, Thailand, Vietnam, Camodia",-1,,,,N.A.,Asia,Southeast Asia,Mekong,Mekong,2,unclear if this is an agreement between MRC or an internal Vietnamese directive,N.A.,0,0,0,Flood Control/Relief,N.A.,N.A.,-1,,-,N.A.,,-,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,Mekong River Commission,N.A.,,N.A.,,N.A.,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N,None,None,Mekong
1053,MEKO_KHM,MEKO,Mekong,KHM,Cambodia (Kampuchea),641,1090,437,0,,,0,0,"Directive No. 17/2000/Ct-TTg of September 20,2000 on coping with flooding in the Mekong River Delta",9/20/2000,"Laos, Thailand, Vietnam, Camodia",-1,,,,N.A.,Asia,Southeast Asia,Mekong,Mekong,2,unclear if this is an agreement between MRC or an internal Vietnamese directive,N.A.,0,0,0,Flood Control/Relief,N.A.,N.A.,-1,,-,N.A.,,-,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,Mekong River Commission,N.A.,,N.A.,,N.A.,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N,None,None,Mekong
1081,MEKO_VNM,MEKO,Mekong,VNM,Vietnam,640,1089,436,0,,,0,0,"Decision No. 144/1999/QD-TTg, Ratifying the plan on the control and use of flood water in Mekong River Delta Area for the period from now to the year 2010",6/21/1999,"Laos, Thailand, Vietnam, Camodia",-1,,,,N.A.,Asia,Southeast Asia,Mekong,Mekong,2,,N.A.,0,0,0,"Flood Control/Relief, Technical Cooperation/Assistance, Joint Management",N.A.,N.A.,0,,,N.A.,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,Ministry of Agriculture and Rural Development,N.A.,,N.A.,,N,,0,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,Y,N.A.,Council,Mekong
1072,MEKO_THA,MEKO,Mekong,THA,Thailand,640,1089,436,0,,,0,0,"Decision No. 144/1999/QD-TTg, Ratifying the plan on the control and use of flood water in Mekong River Delta Area for the period from now to the year 2010",6/21/1999,"Laos, Thailand, Vietnam, Camodia",-1,,,,N.A.,Asia,Southeast Asia,Mekong,Mekong,2,,N.A.,0,0,0,"Flood Control/Relief, Technical Cooperation/Assistance, Joint Management",N.A.,N.A.,0,,,N.A.,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,Ministry of Agriculture and Rural Development,N.A.,,N.A.,,N,,0,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,Y,N.A.,Council,Mekong
1060,MEKO_LAO,MEKO,Mekong,LAO,"Laos, People's Democratic Republic of",640,1089,436,0,,,0,0,"Decision No. 144/1999/QD-TTg, Ratifying the plan on the control and use of flood water in Mekong River Delta Area for the period from now to the year 2010",6/21/1999,"Laos, Thailand, Vietnam, Camodia",-1,,,,N.A.,Asia,Southeast Asia,Mekong,Mekong,2,,N.A.,0,0,0,"Flood Control/Relief, Technical Cooperation/Assistance, Joint Management",N.A.,N.A.,0,,,N.A.,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,Ministry of Agriculture and Rural Development,N.A.,,N.A.,,N,,0,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,Y,N.A.,Council,Mekong
1052,MEKO_KHM,MEKO,Mekong,KHM,Cambodia (Kampuchea),640,1089,436,0,,,0,0,"Decision No. 144/1999/QD-TTg, Ratifying the plan on the control and use of flood water in Mekong River Delta Area for the period from now to the year 2010",6/21/1999,"Laos, Thailand, Vietnam, Camodia",-1,,,,N.A.,Asia,Southeast Asia,Mekong,Mekong,2,,N.A.,0,0,0,"Flood Control/Relief, Technical Cooperation/Assistance, Joint Management",N.A.,N.A.,0,,,N.A.,,,N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,Ministry of Agriculture and Rural Development,N.A.,,N.A.,,N,,0,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,Y,N.A.,Council,Mekong
1854,TIGR_TUR,TIGR,Tigris-Euphrates/Shatt al Arab,TUR,Turkey,639,1086,999,0,,,0,0,Protocol on matters pertaining to economic cooperation. Signed at Damascus,7/17/1987,"Syria, Turkey",-1,,,,Damascus,Asia,North Africa/Middle East,N.A.,Tigris-Euphrates-Shatt al Arab,1,,N.A.,0,0,0,"Water Quantity, Hydro-power/Hydro-electricity",N.A.,N.A.,1,,"While filling Ataturk Dam, Turkey releases minimum 500cms on average annually at the Syrian border. If a monthly average falls below 500cms, Turkey will make up the difference the next month",Y,,"connect networks of both parties at 66KV, 154 KV, 220-400KV",N.A.,,N.A.,,-1,,N.A.,,,N.A.,,N.A.,,N.A.,,0,,N.A.,,N.A.,,N.A.,,N.A.,,None,,there are multiple areas of cooperation mentioned in this treaty,N.A.,-1,,-1,,N.A.,,N.A.,,N.A.,,N.A.,,Joint Technical Committee on Regional Waters,N.A.,,N.A.,,N,,0,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N.A.,,N,None,N.A.,Tigris-Euphrates/Shatt al Arab
